qid,term,topic,subtopic,difficulty,questiontype,parentid,orderinparent,questiontext,optiona,optionb,optionc,optiond,correctanswer,hint,detailedsolution,imagelocation,tags,engine_type,mode,json_reference,model_url,has_hotspots,wordbank,question_score,full_json_content,filename,folder
05-004_Q2,T1,Indices,Quest 5-007: Indices Quiz,E,Simulation,,2,Solve for x: 2ˣ - 1 = 15,3,4,5,15,4,2ˣ = 16. So x=4.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_05_working_backwards/05-004.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Indices"",   ""variantTitle"": ""Quest 5-007: Indices Quiz"",   ""sets"": { ""A"": { ""label"": """", ""color"": ""transparent"" }, ""B"": { ""label"": """", ""color"": ""transparent"" } },   ""zones"": { ""left"": [], ""center"": [], ""right"": [], ""outside"": [] },   ""questions"": [     {       ""interaction"": ""CHOICE"",       ""prompt"": ""Solve for n: <b>2ⁿ = 32</b>"",       ""options"": [""4"", ""5"", ""6"", ""16""],       ""expected"": ""5"",       ""hint"": ""2 x 2 x 2 x 2 x 2 = 32.""     },     {       ""interaction"": ""CHOICE"",       ""prompt"": ""Solve for x: <b>2ˣ - 1 = 15</b>"",       ""options"": [""3"", ""4"", ""5"", ""15""],       ""expected"": ""4"",       ""hint"": ""2ˣ = 16. So x=4.""     }   ] }",05-004.json,quest_05_working_backwards
05-005_Q1,T1,Reverse Construction,Quest 5-006: Build to Target,E,Simulation,,1,Pack enough items to create exactly 8 Subsets.,,,,,,2ⁿ = 8. You need to pack 3 items.,,,[],SUBSET_GAME,quiz,content/math/set_theory/quest_05_working_backwards/05-005.json,,No,,5,"{   ""engineType"": ""SUBSET_GAME"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Reverse Construction"",   ""variantTitle"": ""Quest 5-006: Build to Target"",   ""questions"": [     {       ""items"": [""Apple"", ""Banana"", ""Orange"", ""Mango""],       ""prompt"": ""Pack enough items to create exactly <b>8 Subsets</b>."",       ""hint"": ""2ⁿ = 8. You need to pack 3 items.""     }   ] }",05-005.json,quest_05_working_backwards
05-006_Q1,T1,Comparison,Quest 5-005: Compare Sets,E,Simulation,,1,Set A has 16 Subsets. Find n(A).,,,,,,2⁴ = 16.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_05_working_backwards/05-006.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Comparison"",   ""variantTitle"": ""Quest 5-005: Compare Sets"",   ""sets"": { ""A"": { ""label"": ""A"", ""color"": ""#9333ea"" }, ""B"": { ""label"": ""B"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [], ""center"": [], ""right"": [], ""outside"": [] },   ""questions"": [     {       ""type"": ""REVERSE_SUBSET"",       ""targetRegion"": ""left_total"",       ""expected_val"": 4,       ""prompt"": ""Set A has 16 Subsets. Find <b>n(A)</b>."",       ""hint"": ""2⁴ = 16.""     },     {       ""type"": ""REVERSE_PROPER_SUBSET"",       ""targetRegion"": ""right_total"",       ""expected_val"": 2,       ""prompt"": ""Set B has 3 Proper Subsets. Find <b>n(B)</b>."",       ""hint"": ""2² - 1 = 3.""     },     {       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",        ""prompt"": ""Calculate <b>n(A) + n(B)</b>."",       ""hint"": ""4 + 2 = 6.""     }   ] }",05-006.json,quest_05_working_backwards
05-006_Q2,T1,Comparison,Quest 5-005: Compare Sets,E,Simulation,,2,Set B has 3 Proper Subsets. Find n(B).,,,,,,2² - 1 = 3.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_05_working_backwards/05-006.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Comparison"",   ""variantTitle"": ""Quest 5-005: Compare Sets"",   ""sets"": { ""A"": { ""label"": ""A"", ""color"": ""#9333ea"" }, ""B"": { ""label"": ""B"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [], ""center"": [], ""right"": [], ""outside"": [] },   ""questions"": [     {       ""type"": ""REVERSE_SUBSET"",       ""targetRegion"": ""left_total"",       ""expected_val"": 4,       ""prompt"": ""Set A has 16 Subsets. Find <b>n(A)</b>."",       ""hint"": ""2⁴ = 16.""     },     {       ""type"": ""REVERSE_PROPER_SUBSET"",       ""targetRegion"": ""right_total"",       ""expected_val"": 2,       ""prompt"": ""Set B has 3 Proper Subsets. Find <b>n(B)</b>."",       ""hint"": ""2² - 1 = 3.""     },     {       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",        ""prompt"": ""Calculate <b>n(A) + n(B)</b>."",       ""hint"": ""4 + 2 = 6.""     }   ] }",05-006.json,quest_05_working_backwards
05-006_Q3,T1,Comparison,Quest 5-005: Compare Sets,E,Simulation,,3,Calculate n(A) + n(B).,,,,,,4 + 2 = 6.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_05_working_backwards/05-006.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Comparison"",   ""variantTitle"": ""Quest 5-005: Compare Sets"",   ""sets"": { ""A"": { ""label"": ""A"", ""color"": ""#9333ea"" }, ""B"": { ""label"": ""B"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [], ""center"": [], ""right"": [], ""outside"": [] },   ""questions"": [     {       ""type"": ""REVERSE_SUBSET"",       ""targetRegion"": ""left_total"",       ""expected_val"": 4,       ""prompt"": ""Set A has 16 Subsets. Find <b>n(A)</b>."",       ""hint"": ""2⁴ = 16.""     },     {       ""type"": ""REVERSE_PROPER_SUBSET"",       ""targetRegion"": ""right_total"",       ""expected_val"": 2,       ""prompt"": ""Set B has 3 Proper Subsets. Find <b>n(B)</b>."",       ""hint"": ""2² - 1 = 3.""     },     {       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",        ""prompt"": ""Calculate <b>n(A) + n(B)</b>."",       ""hint"": ""4 + 2 = 6.""     }   ] }",05-006.json,quest_05_working_backwards
05-007_Q1,T1,Concept Logic,Quest 5-004: Fact Check,E,Simulation,,1,Can a set have exactly 100 Subsets?,,,,,no,"Is 100 a power of 2? (2, 4, 8, 16, 32, 64, 128...)",,,[],SET_THEORY,quiz,content/math/set_theory/quest_05_working_backwards/05-007.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Concept Logic"",   ""variantTitle"": ""Quest 5-004: Fact Check"",   ""sets"": { ""A"": { ""label"": ""Set A"", ""color"": ""#16a34a"" }, ""B"": { ""label"": """", ""color"": ""transparent"" } },   ""zones"": { ""left"": [], ""center"": [], ""right"": [], ""outside"": [] },   ""questions"": [     {       ""interaction"": ""BINARY"",       ""expected"": ""no"",       ""prompt"": ""Can a set have exactly <b>100 Subsets</b>?"",       ""hint"": ""Is 100 a power of 2? (2, 4, 8, 16, 32, 64, 128...)""     },     {       ""interaction"": ""BINARY"",       ""expected"": ""yes"",       ""prompt"": ""Can a set have <b>7 Proper Subsets</b>?"",       ""hint"": ""2³ - 1 = 8 - 1 = 7. Yes, if n=3.""     }   ] }",05-007.json,quest_05_working_backwards
05-007_Q2,T1,Concept Logic,Quest 5-004: Fact Check,E,Simulation,,2,Can a set have 7 Proper Subsets?,,,,,yes,"2³ - 1 = 8 - 1 = 7. Yes, if n=3.",,,[],SET_THEORY,quiz,content/math/set_theory/quest_05_working_backwards/05-007.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Concept Logic"",   ""variantTitle"": ""Quest 5-004: Fact Check"",   ""sets"": { ""A"": { ""label"": ""Set A"", ""color"": ""#16a34a"" }, ""B"": { ""label"": """", ""color"": ""transparent"" } },   ""zones"": { ""left"": [], ""center"": [], ""right"": [], ""outside"": [] },   ""questions"": [     {       ""interaction"": ""BINARY"",       ""expected"": ""no"",       ""prompt"": ""Can a set have exactly <b>100 Subsets</b>?"",       ""hint"": ""Is 100 a power of 2? (2, 4, 8, 16, 32, 64, 128...)""     },     {       ""interaction"": ""BINARY"",       ""expected"": ""yes"",       ""prompt"": ""Can a set have <b>7 Proper Subsets</b>?"",       ""hint"": ""2³ - 1 = 8 - 1 = 7. Yes, if n=3.""     }   ] }",05-007.json,quest_05_working_backwards
05-008_Q1,T1,Large Numbers,Quest 5-003: Library Logic,E,Simulation,,1,A shelf has 128 arrangements (Subsets). How many books (n)?,,,,,,"2, 4, 8, 16, 32, 64, 128. That is 7 steps.",,,[],SET_THEORY,quiz,content/math/set_theory/quest_05_working_backwards/05-008.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Large Numbers"",   ""variantTitle"": ""Quest 5-003: Library Logic"",   ""sets"": { ""A"": { ""label"": ""Books"", ""color"": ""#2563eb"" }, ""B"": { ""label"": """", ""color"": ""transparent"" } },   ""zones"": { ""left"": [], ""center"": [], ""right"": [], ""outside"": [] },   ""questions"": [     {       ""type"": ""REVERSE_SUBSET"",       ""targetRegion"": ""intersection"",       ""expected_val"": 7,       ""prompt"": ""A shelf has <b>128 arrangements</b> (Subsets). How many books (n)?"",       ""hint"": ""2, 4, 8, 16, 32, 64, 128. That is 7 steps.""     },     {       ""retain_visuals"": true,       ""type"": ""REVERSE_PROPER_SUBSET"",       ""targetRegion"": ""intersection"",       ""expected_val"": 6,       ""prompt"": ""Another shelf has <b>63 Proper Subsets</b>. Find n."",       ""hint"": ""2ⁿ - 1 = 63 -> 2ⁿ = 64. n=6.""     }   ] }",05-008.json,quest_05_working_backwards
05-008_Q2,T1,Large Numbers,Quest 5-003: Library Logic,E,Simulation,,2,Another shelf has 63 Proper Subsets. Find n.,,,,,,2ⁿ - 1 = 63 -> 2ⁿ = 64. n=6.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_05_working_backwards/05-008.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Large Numbers"",   ""variantTitle"": ""Quest 5-003: Library Logic"",   ""sets"": { ""A"": { ""label"": ""Books"", ""color"": ""#2563eb"" }, ""B"": { ""label"": """", ""color"": ""transparent"" } },   ""zones"": { ""left"": [], ""center"": [], ""right"": [], ""outside"": [] },   ""questions"": [     {       ""type"": ""REVERSE_SUBSET"",       ""targetRegion"": ""intersection"",       ""expected_val"": 7,       ""prompt"": ""A shelf has <b>128 arrangements</b> (Subsets). How many books (n)?"",       ""hint"": ""2, 4, 8, 16, 32, 64, 128. That is 7 steps.""     },     {       ""retain_visuals"": true,       ""type"": ""REVERSE_PROPER_SUBSET"",       ""targetRegion"": ""intersection"",       ""expected_val"": 6,       ""prompt"": ""Another shelf has <b>63 Proper Subsets</b>. Find n."",       ""hint"": ""2ⁿ - 1 = 63 -> 2ⁿ = 64. n=6.""     }   ] }",05-008.json,quest_05_working_backwards
05-009_Q1,T1,Proper Subsets,Quest 5-002: Power Plant II,E,Simulation,,1,Target: 31 Proper Subsets.Hint: Generator calculates Total (2ⁿ). Set it to 32 to get 31 Proper.,,,,,,,,,[],BINARY_GENERATOR,quiz,content/math/set_theory/quest_05_working_backwards/05-009.json,,No,,5,"{   ""engineType"": ""BINARY_GENERATOR"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Proper Subsets"",   ""variantTitle"": ""Quest 5-002: Power Plant II"",   ""questions"": [     {       ""targetVal"": 32,        ""prompt"": ""Target: <b>31 Proper Subsets</b>.<br>Hint: Generator calculates Total (2ⁿ). Set it to 32 to get 31 Proper.""     }   ] }",05-009.json,quest_05_working_backwards
study_reverse_subsets_S1,T1,Finding Number of Elements,Working Backwards,E,Read,,1,"The Mystery: Usually, we count elements to find the number of subsets.But what if we know the Number of Subsets (e.g., 8 subsets) and need to find how many members are in the set?",,,,,,,,,[],MATH_STUDY,study,content/math/set_theory/quest_05_working_backwards/study_reverse_subsets.json,,No,,0,"{   ""engineType"": ""MATH_STUDY"",   ""mode"": ""study"",   ""topic"": ""Finding Number of Elements"",   ""variantTitle"": ""Working Backwards"",   ""slides"": [     {       ""title"": ""The Mystery"",       ""text"": ""Usually, we count elements to find the number of subsets.<br><br>But what if we know the <b>Number of Subsets</b> (e.g., 8 subsets) and need to find how many members are in the set?"",       ""visualType"": ""FINITE_BASKET"",       ""visualData"": [""?"", ""?"", ""?""],       ""showCount"": false     },     {       ""title"": ""The Pattern (Powers of 2)"",       ""text"": ""Remember the powers of 2. This is our key:<br><br><b>2¹</b> = 2 subsets (1 member)<br><b>2²</b> = 4 subsets (2 members)<br><b>2³</b> = 8 subsets (3 members)<br><b>2⁴</b> = 16 subsets (4 members)<br><b>2⁵</b> = 32 subsets (5 members)"",       ""visualType"": ""POWER_SET_TREE"",       ""items"": [""a"", ""b"", ""c""]     },     {       ""title"": ""Case 1: From Total Subsets"",       ""text"": ""<b>Question:</b> A set has 8 subsets. Find n(A).<br><br><b>Step 1:</b> Write the formula.<br>2ⁿ = 8<br><br><b>Step 2:</b> Factorize 8 by 2.<br>8 = 2 × 2 × 2 (That is 2³)<br><br><b>Step 3:</b> Compare powers.<br>2ⁿ = 2³<br><b>n(A) = 3</b>."",       ""visualType"": ""FINITE_BASKET"",       ""visualData"": [""x"", ""y"", ""z""],       ""showCount"": true     },     {       ""title"": ""Case 2: From Proper Subsets"",       ""text"": ""<b>Question:</b> Set M has 15 Proper Subsets. Find n(M).<br><br><b>Step 1:</b> Proper subsets are missing 1 (the improper one). So we must <b>ADD 1</b> back.<br><br>Total Subsets = 15 + 1 = <b>16</b>."",       ""visualType"": ""SUBSETS_DIAGRAM"",       ""labels"": [""Proper"", ""Improper""],       ""elements"": { ""subset"": ""15 items"", ""difference"": ""1 item"" },       ""highlight"": [""subset"", ""difference""]     },     {       ""title"": ""Solving Case 2"",       ""text"": ""Now we solve for 16 Subsets.<br><br>2ⁿ = 16<br>2 × 2 × 2 × 2 = 16<br>Count the twos: There are 4.<br><br>So, 2ⁿ = 2⁴.<br><b>n(M) = 4</b>."",       ""visualType"": ""FINITE_BASKET"",       ""visualData"": [""p"", ""q"", ""r"", ""s""],       ""showCount"": true     },     {       ""title"": ""A Harder Example"",       ""text"": ""<b>Question:</b> Set K has 63 Proper Subsets.<br><br>1. <b>Add 1:</b> 63 + 1 = 64 Total Subsets.<br>2. <b>Factorize 64:</b><br>2 × 2 × 2 × 2 × 2 × 2 = 64<br>(Count them... there are 6!)<br><br><b>Answer:</b> n(K) = 6."",       ""visualType"": ""FINITE_BASKET"",       ""visualData"": [""a"", ""b"", ""c"", ""d"", ""e"", ""f""],       ""showCount"": true     }   ] }",study_reverse_subsets.json,quest_05_working_backwards
study_reverse_subsets_S2,T1,Finding Number of Elements,Working Backwards,E,Read,,2,The Pattern (Powers of 2): Remember the powers of 2. This is our key:2¹ = 2 subsets (1 member)2² = 4 subsets (2 members)2³ = 8 subsets (3 members)2⁴ = 16 subsets (4 members)2⁵ = 32 subsets (5 members),,,,,,,,,[],MATH_STUDY,study,content/math/set_theory/quest_05_working_backwards/study_reverse_subsets.json,,No,,0,"{   ""engineType"": ""MATH_STUDY"",   ""mode"": ""study"",   ""topic"": ""Finding Number of Elements"",   ""variantTitle"": ""Working Backwards"",   ""slides"": [     {       ""title"": ""The Mystery"",       ""text"": ""Usually, we count elements to find the number of subsets.<br><br>But what if we know the <b>Number of Subsets</b> (e.g., 8 subsets) and need to find how many members are in the set?"",       ""visualType"": ""FINITE_BASKET"",       ""visualData"": [""?"", ""?"", ""?""],       ""showCount"": false     },     {       ""title"": ""The Pattern (Powers of 2)"",       ""text"": ""Remember the powers of 2. This is our key:<br><br><b>2¹</b> = 2 subsets (1 member)<br><b>2²</b> = 4 subsets (2 members)<br><b>2³</b> = 8 subsets (3 members)<br><b>2⁴</b> = 16 subsets (4 members)<br><b>2⁵</b> = 32 subsets (5 members)"",       ""visualType"": ""POWER_SET_TREE"",       ""items"": [""a"", ""b"", ""c""]     },     {       ""title"": ""Case 1: From Total Subsets"",       ""text"": ""<b>Question:</b> A set has 8 subsets. Find n(A).<br><br><b>Step 1:</b> Write the formula.<br>2ⁿ = 8<br><br><b>Step 2:</b> Factorize 8 by 2.<br>8 = 2 × 2 × 2 (That is 2³)<br><br><b>Step 3:</b> Compare powers.<br>2ⁿ = 2³<br><b>n(A) = 3</b>."",       ""visualType"": ""FINITE_BASKET"",       ""visualData"": [""x"", ""y"", ""z""],       ""showCount"": true     },     {       ""title"": ""Case 2: From Proper Subsets"",       ""text"": ""<b>Question:</b> Set M has 15 Proper Subsets. Find n(M).<br><br><b>Step 1:</b> Proper subsets are missing 1 (the improper one). So we must <b>ADD 1</b> back.<br><br>Total Subsets = 15 + 1 = <b>16</b>."",       ""visualType"": ""SUBSETS_DIAGRAM"",       ""labels"": [""Proper"", ""Improper""],       ""elements"": { ""subset"": ""15 items"", ""difference"": ""1 item"" },       ""highlight"": [""subset"", ""difference""]     },     {       ""title"": ""Solving Case 2"",       ""text"": ""Now we solve for 16 Subsets.<br><br>2ⁿ = 16<br>2 × 2 × 2 × 2 = 16<br>Count the twos: There are 4.<br><br>So, 2ⁿ = 2⁴.<br><b>n(M) = 4</b>."",       ""visualType"": ""FINITE_BASKET"",       ""visualData"": [""p"", ""q"", ""r"", ""s""],       ""showCount"": true     },     {       ""title"": ""A Harder Example"",       ""text"": ""<b>Question:</b> Set K has 63 Proper Subsets.<br><br>1. <b>Add 1:</b> 63 + 1 = 64 Total Subsets.<br>2. <b>Factorize 64:</b><br>2 × 2 × 2 × 2 × 2 × 2 = 64<br>(Count them... there are 6!)<br><br><b>Answer:</b> n(K) = 6."",       ""visualType"": ""FINITE_BASKET"",       ""visualData"": [""a"", ""b"", ""c"", ""d"", ""e"", ""f""],       ""showCount"": true     }   ] }",study_reverse_subsets.json,quest_05_working_backwards
