qid,term,topic,subtopic,difficulty,questiontype,parentid,orderinparent,questiontext,optiona,optionb,optionc,optiond,correctanswer,hint,detailedsolution,imagelocation,tags,enginetypesim,modesim,filepathsim,filenamesim
SCI-P7-T1-00319,T1,Musculo-Skeletal System,bone_structure,E,MCQ,null,null,What prevents friction between two bones at a joint?,Muscle,Nerves,Cartilage and synovial fluid,Blood,Option_C,Two things work together to make joints slippery.,Cartilage and synovial fluid reduce friction at bone joints.,,"[""P7"",""Science"",""Joints""]",,,,
SCI-P7-T1-00320,T1,Musculo-Skeletal System,bone_structure,H,MCQ,null,null,Which tissue covers the ends of a bone to absorb friction?,Skin,Ligament,Cartilage,Tendon,Option_C,It's like a slippery cap.,Cartilage covers the moving ends of bones.,,"[""P7"",""Science"",""Cartilage""]",,,,
SCI-P7-T1-00321,T1,Musculo-Skeletal System,bone_structure,M,MCQ,null,null,"Bones have a blood supply. What else do they have that makes them ""living""?",Water,Nerves,Hair,Eyes,Option_B,This allows them to feel things.,"Bones contain living cells, blood supply, and nerves.",,"[""P7"",""Science"",""Bones""]",,,,
SCI-P7-T1-00322,T1,Musculo-Skeletal System,bone_structure,H,MCQ,null,null,"In a long bone, white blood cells are made in the?",Pores,Yellow marrow,Cartilage,Hard bone,Option_B,This is the marrow in the central shaft.,White blood cells are manufactured from yellow bone marrow.,,"[""P7"",""Science"",""Yellow Marrow""]",,,,
SCI-P7-T1-00323,T1,Musculo-Skeletal System,bone_structure,M,MCQ,null,null,What provides the surface area for muscles to attach?,The joints,The bones,The skin,The marrow,Option_B,The muscles pull on these to move you.,Bones provide the surface area for muscle attachment.,,"[""P7"",""Science"",""Functions""]",,,,
SCI-P7-T1-00324,T1,Musculo-Skeletal System,bone_structure,E,MCQ,null,null,What is the porous part of the bone that is filled with red bone marrow?,Hard bone,Spongy bone,Cartilage,Joint,Option_B,It's named after its texture.,Spongy bone is porous and contains red marrow.,,"[""P7"",""Science"",""Spongy Bone""]",,,,
SCI-P7-T1-00325,T1,Musculo-Skeletal System,bone_structure,H,MCQ,null,null,What determines the hardness of a bone?,The amount of marrow,The amount of calcium and phosphorus,The length of the bone,The number of nerves,Option_B,Mineral content is key.,The mineral salts calcium and phosphorus make the bone tissue hard.,,"[""P7"",""Science"",""Minerals""]",,,,
SCI-P7-T1-00326,T1,Musculo-Skeletal System,bone_structure,M,MCQ,null,null,"Bones are a ""record"" of what?",Our thoughts,Our past development and illnesses,Our future,Our dreams,Option_B,Scientists can study bones to learn about history.,"Bones hold a record of our past development, diet, and illnesses.",,"[""P7"",""Science"",""Bones""]",,,,
SCI-P7-T1-00327,T1,Musculo-Skeletal System,bone_structure,E,MCQ,null,null,"What is the name for the soft, flexible tissue in a baby's skeleton?",Bone,Cartilage,Muscle,Skin,Option_B,It eventually turns into bone.,Babies have many cartilaginous tissues that later harden into bones.,,"[""P7"",""Science"",""Babies""]",,,,
SCI-P7-T1-00328,T1,Musculo-Skeletal System,bone_structure,H,MCQ,null,null,Which marrow is mostly concerned with fat storage?,Red marrow,Yellow marrow,Spongy marrow,Hard marrow,Option_B,It's an energy reserve.,Yellow bone marrow is primarily composed of fat cells for storage.,,"[""P7"",""Science"",""Yellow Marrow""]",,,,
SCI-P7-T1-00329,T1,Musculo-Skeletal System,bone_structure,M,MCQ,null,null,How does the body get more red blood cells during an emergency loss?,By eating more,Yellow marrow converts to red marrow,By drinking water,It cannot make more,Option_B,The marrow is adaptable.,Yellow marrow can convert to red marrow during high blood loss to increase cell production.,,"[""P7"",""Science"",""Marrow""]",,,,
SCI-P7-T1-00330,T1,Musculo-Skeletal System,bone_structure,E,MCQ,null,null,The hard part of the bone protects the ______?,Skin,Marrow,Cartilage,Nerves,Option_B,It's a protective case for the soft inside.,The hard bone part protects the marrow from escaping or being damaged.,,"[""P7"",""Science"",""Hard Bone""]",,,,
SCI-P7-T1-00331,T1,Musculo-Skeletal System,bone_structure,H,MCQ,null,null,Where specifically are white blood cells made in a long bone?,In the spongy ends,In the yellow marrow of the central cavity,In the cartilage,On the bone surface,Option_B,Check the notes on 'Bones' and 'Marrow'.,White blood cells are produced from yellow marrow in the central cavities of long bones.,,"[""P7"",""Science"",""White Blood Cells""]",,,,
SCI-P7-T1-00332,T1,Musculo-Skeletal System,bone_structure,M,MCQ,null,null,Which part of the bone is filled with red bone marrow?,The shaft,The porous spongy bone,The hard surface,The cartilage,Option_B,"Look at the ""Structure of a Bone"" diagram.",Spongy bone is the porous part containing red bone marrow.,,"[""P7"",""Science"",""Red Marrow""]",,,,
SCI-P7-T1-00333,T1,Musculo-Skeletal System,bone_structure,E,MCQ,null,null,Bones need proper ______ to stay healthy and strong?,Water,Feeding (Nutrients),Air,Rest,Option_B,Bones are living tissue.,Bones are living tissue that need proper feeding to remain healthy.,,"[""P7"",""Science"",""Bones""]",,,,
SCI-P7-T1-00334,T1,Musculo-Skeletal System,bone_structure,M,MCQ,null,null,What is the main function of the bone marrow?,To move the body,To produce blood cells,To protect the brain,To store air,Option_B,It's the body's blood factory.,The marrow is primarily responsible for the formation of blood cells.,,"[""P7"",""Science"",""Marrow""]",,,,
SCI-P7-T1-00335,T1,Musculo-Skeletal System,bone_structure,H,MCQ,null,null,Which tissue covers the ends of bones to act as a shock absorber?,Fat,Muscle,Cartilage,Tendon,Option_C,It cushions the joints.,Cartilage covers the ends of bones to act as a cushion/shock absorber.,,"[""P7"",""Science"",""Cartilage""]",,,,
SCI-P7-T1-00336,T1,Musculo-Skeletal System,bone_structure,E,MCQ,null,null,The skeleton provide room for ______ attachment?,Muscle,Skin,Hair,Blood,Option_A,Muscles need a place to hold onto.,Bones provide room for muscle attachment.,,"[""P7"",""Science"",""Functions""]",,,,
SCI-P7-T1-00337,T1,Musculo-Skeletal System,bone_structure,M,MCQ,null,null,What gives bones their hardness and strength?,Water,Air,Calcium and Phosphorus storage,Fat,Option_C,Think about mineral deposits.,The storage of minerals like calcium and phosphorus provides strength and hardness.,,"[""P7"",""Science"",""Minerals""]",,,,
SCI-P7-T1-00338,T1,Musculo-Skeletal System,bone_structure,H,MCQ,null,null,Which marrow destroys old blood cells?,Yellow marrow,Red marrow,Hard bone,Cartilage,Option_B,It manages both new and old cells.,Red bone marrow helps destroy old blood cells and manufacture new ones.,,"[""P7"",""Science"",""Red Marrow""]",,,,
SCI-P7-T1-00339,T1,Musculo-Skeletal System,bone_structure,E,MCQ,null,null,Living bones have a ______ supply and nerves?,Water,Blood,Air,Food,Option_B,This is how nutrients get inside.,Bones have a blood supply and nerves because they are living tissue.,,"[""P7"",""Science"",""Bones""]",,,,
SCI-P7-T1-00340,T1,Musculo-Skeletal System,bone_structure,M,MCQ,null,null,What is the porous part of the bone called?,Spongy bone,Hard bone,Joint,Shaft,Option_A,It has a sponge-like appearance.,Spongy bone is the porous inner layer of the bone structure.,,"[""P7"",""Science"",""Spongy Bone""]",,,,
SCI-P7-T1-00341,T1,Musculo-Skeletal System,joints_structure,E,MCQ,null,null,What is a joint?,A place where muscles meet,A place where two or more bones meet,A layer of skin,A type of blood vessel,Option_B,Think of where your arm bends.,A joint is defined as a place in the body where two or more bones meet.,,"[""P7"",""Science"",""Joints""]",,,,
SCI-P7-T1-00342,T1,Musculo-Skeletal System,joints_structure,E,MCQ,null,null,What is the main purpose of joints in the human body?,To make blood,To allow movement,To digest food,To store fat,Option_B,"Without them, we would be stiff like a log.","Joints allow the body to move, bend, and stretch.",,"[""P7"",""Science"",""Joints""]",,,,
SCI-P7-T1-00343,T1,Musculo-Skeletal System,joints_structure,M,MCQ,null,null,Which tissue joins a bone to another bone?,Tendon,Ligament,Muscle,Skin,Option_B,Think 'B-L-B' (Bone-Ligament-Bone).,A ligament is a tough elastic fiber that holds bones together at a joint.,,"[""P7"",""Science"",""Ligaments""]",,,,
SCI-P7-T1-00344,T1,Musculo-Skeletal System,joints_structure,M,MCQ,null,null,Which tissue joins a muscle to a bone?,Ligament,Cartilage,Tendon,Nerve,Option_C,Think 'M-T-B' (Muscle-Tendon-Bone).,A tendon is a tough fibrous tissue that connects muscles to bones.,,"[""P7"",""Science"",""Tendons""]",,,,
SCI-P7-T1-00345,T1,Musculo-Skeletal System,joints_structure,E,MCQ,null,null,Which of these is a function of the synovial fluid?,To hold bones together,To reduce friction between bones,To make the bone hard,To pump blood,Option_B,It acts like oil in a machine.,Synovial fluid reduces friction by making the bones at a joint slippery.,,"[""P7"",""Science"",""Synovial Fluid""]",,,,
SCI-P7-T1-00346,T1,Musculo-Skeletal System,joints_structure,M,MCQ,null,null,What acts as a shock absorber at the ends of bones in a joint?,Synovial fluid,Cartilage,Tendons,Ligaments,Option_B,"It is a soft, cushion-like tissue.",Cartilage covers bone ends to absorb shock and prevent frictional damage.,,"[""P7"",""Science"",""Cartilage""]",,,,
SCI-P7-T1-00347,T1,Musculo-Skeletal System,joints_structure,H,MCQ,null,null,Which part of a joint secretes the synovial fluid?,Ligament,Cartilage,Synovial membrane,Tendon,Option_C,It is the lining or capsule of the joint.,The synovial membrane (or synovium) is responsible for secreting synovial fluid.,,"[""P7"",""Science"",""Synovial Membrane""]",,,,
SCI-P7-T1-00348,T1,Musculo-Skeletal System,joints_structure,E,MCQ,null,null,Into which two main groups are joints classified?,Long and Short,Movable and Immovable,Red and White,Hard and Soft,Option_B,"One group allows movement, the other does not.",Joints are classified as either Movable (synovial) or Immovable (fixed).,,"[""P7"",""Science"",""Joints""]",,,,
SCI-P7-T1-00349,T1,Musculo-Skeletal System,joints_structure,M,MCQ,null,null,What is another name for movable joints?,Fixed joints,Suture joints,Synovial joints,Fibrous joints,Option_C,They contain a special fluid.,Movable joints are also called synovial joints because they contain synovial fluid.,,"[""P7"",""Science"",""Synovial Joints""]",,,,
SCI-P7-T1-00350,T1,Musculo-Skeletal System,joints_structure,H,MCQ,null,null,Synovial fluid is often compared to which substance used in machines?,Petrol,Oil or grease,Water,Glue,Option_B,It makes things slippery.,Synovial fluid is compared to oil/grease because both reduce friction.,,"[""P7"",""Science"",""Synovial Fluid""]",,,,
SCI-P7-T1-00351,T1,Musculo-Skeletal System,joints_structure,M,MCQ,null,null,What would happen if a joint lacked synovial fluid?,Bones would grow faster,Friction would increase and cause pain,Bones would turn into muscle,The person would be more flexible,Option_B,Think of what happens to a machine without oil.,"Without synovial fluid, bones would rub together, causing friction and damage.",,"[""P7"",""Science"",""Joints""]",,,,
SCI-P7-T1-00352,T1,Musculo-Skeletal System,joints_structure,E,MCQ,null,null,Where in the body would you find immovable joints?,In the knee,In the skull,In the elbow,In the shoulder,Option_B,These joints do not allow any movement.,The sutures in the skull are examples of immovable joints.,,"[""P7"",""Science"",""Skull""]",,,,
SCI-P7-T1-00353,T1,Musculo-Skeletal System,joints_structure,M,MCQ,null,null,What is the name for the fixed joints found in the skull?,Ligaments,Sutures,Discs,Hinges,Option_B,They look like zigzag lines.,The immovable joints of the skull are called sutures.,,"[""P7"",""Science"",""Sutures""]",,,,
SCI-P7-T1-00354,T1,Musculo-Skeletal System,joints_structure,H,MCQ,null,null,Why are ligaments described as 'elastic'?,To help them break easily,To allow them to stretch during movement,To help them produce fluid,To make them look like rubber,Option_B,Joints need to move without the tissue snapping.,Ligaments are elastic to allow bones to move at the joint without losing support.,,"[""P7"",""Science"",""Ligaments""]",,,,
SCI-P7-T1-00355,T1,Musculo-Skeletal System,joints_structure,M,MCQ,null,null,Which part of a movable joint holds the synovial fluid in place?,Bone marrow,Synovial membrane,Tendon,Muscle,Option_B,It acts as a container or capsule.,The synovial membrane holds the synovial fluid within the joint.,,"[""P7"",""Science"",""Synovial Membrane""]",,,,
SCI-P7-T1-00356,T1,Musculo-Skeletal System,joints_structure,E,MCQ,null,null,How does cartilage help reduce friction?,By being very hard,By having a slippery nature,By producing blood,By being made of fat,Option_B,Think of a wet floor.,"Cartilage is slippery, which helps bone ends slide past each other easily.",,"[""P7"",""Science"",""Cartilage""]",,,,
SCI-P7-T1-00357,T1,Musculo-Skeletal System,joints_structure,H,MCQ,null,null,What is a danger of a torn ligament?,The person cannot breathe,The bones at the joint may become dislocated,The person will grow taller,The blood will stop flowing,Option_B,"The ""string"" holding the bones together is gone.","Since ligaments hold bones together, a tear can lead to bone displacement or dislocation.",,"[""P7"",""Science"",""Ligaments""]",,,,
SCI-P7-T1-00358,T1,Musculo-Skeletal System,joints_structure,M,MCQ,null,null,Which of these tissues is a 'tough fibrous tissue'?,Fat,Synovial fluid,Tendon,Skin,Option_C,It must be very strong to pull on bones.,Tendons are tough fibrous tissues that connect muscle to bone.,,"[""P7"",""Science"",""Tendons""]",,,,
SCI-P7-T1-00359,T1,Musculo-Skeletal System,joints_structure,E,MCQ,null,null,Which part of a joint acts as a cushion?,Tendon,Ligament,Cartilage,Nerve,Option_C,It protects against hard impacts.,Cartilage acts as a cushion or shock absorber for the bones.,,"[""P7"",""Science"",""Cartilage""]",,,,
SCI-P7-T1-00360,T1,Musculo-Skeletal System,joints_structure,M,MCQ,null,null,What type of movement do joints allow in the body?,Directional movement,No movement at all,Only circular movement,Only backwards movement,Option_A,Joints allow us to move in specific ways.,Joints allow directional movement of different parts of the body.,,"[""P7"",""Science"",""Joints""]",,,,
SCI-P7-T1-00361,T1,Musculo-Skeletal System,joints_structure,H,MCQ,null,null,Which substance is secreted by the synovial membrane?,Blood,Cartilage,Synovial fluid,Calcium,Option_C,It is the lubricant of the joint.,The synovial membrane secretes synovial fluid to keep the joint moving smoothly.,,"[""P7"",""Science"",""Synovial Fluid""]",,,,
SCI-P7-T1-00362,T1,Musculo-Skeletal System,joints_structure,E,MCQ,null,null,The place where the humerus meets the scapula is called a?,Muscle,Joint,Girdle,Tendon,Option_B,It's a meeting point of bones.,Any meeting point of two bones is a joint.,,"[""P7"",""Science"",""Joints""]",,,,
SCI-P7-T1-00363,T1,Musculo-Skeletal System,joints_structure,M,MCQ,null,null,Which tissue prevents bone ends from rubbing directly against each other?,Skin,Muscle,Cartilage,Ligament,Option_C,It covers the bone ends.,Cartilage prevents frictional damage by providing a smooth surface.,,"[""P7"",""Science"",""Cartilage""]",,,,
SCI-P7-T1-00364,T1,Musculo-Skeletal System,joints_structure,H,MCQ,null,null,Ligaments help to prevent ______ of the bones?,Growth,Dislocation,Moulting,Digestion,Option_B,They keep the bones in the right place.,Ligaments provide stability to joints to prevent the bones from moving out of place.,,"[""P7"",""Science"",""Ligaments""]",,,,
SCI-P7-T1-00365,T1,Musculo-Skeletal System,joints_structure,E,MCQ,null,null,Are all joints in the human body movable?,Yes,No,Only in children,Only in adults,Option_B,Think of your head bones.,"No, some joints like sutures in the skull are immovable.",,"[""P7"",""Science"",""Joints""]",,,,
SCI-P7-T1-00366,T1,Musculo-Skeletal System,joints_structure,M,MCQ,null,null,What is the functional difference between a ligament and a tendon?,Ligament connects bone-to-bone; Tendon connects muscle-to-bone,Tendon connects bone-to-bone; Ligament connects muscle-to-bone,There is no difference,Ligaments make blood; Tendons make fluid,Option_A,Think 'B-L-B' vs 'M-T-B'.,"Ligaments join bones together, while tendons join muscles to bones.",,"[""P7"",""Science"",""Joints""]",,,,
